chain_id,basetoken_address,nft_address,volume_amount,timestamp
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xa798fc8fa08c120e545a1c639ebe2506ba282961,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x30d1b625663e0da48379bf8ae53455a57d406011,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x4502f12c1b3c304ac3a7dae71e1b091d139a7e73,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x03894e05af1257714d1e06a01452d157e3a82202,10.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x546f3b8ad5dd18ed77820718cec56b26b8753a6c,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x70f1d5a5cf3e2a70a2169efd945cdd63e55d7b24,2.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x0e122f7d453e983ef0233af4e2af4cb053e5f075,49.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0xfe7f1a646773c4056fc7b7a847ce4034228462d4,10.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x253ca313da088b70dcfeb20fe0533745a3fefc8a,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x7f0050fa5bdfe9388e705f56dfd79f113da1bd9a,10.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x2d8e318e7052b36e322781c68c835ed0a6c23a11,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x434a20a2888da5f9cc7e99f94fc022220c3e648a,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x3ff48c6bec9824939bd4e219c8ef52b8a49821a7,5.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x8d86a9098e2f898552cf8bd9608c6cb80688a3d7,1.0,1661965200
137,0x282d8efce846a88b159800bd4130ad77443fa1a1,0x8c57f836afc4a5fda8dd2fce53f3afe2440e3203,5.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x6397829f2e9d997960fb4286531f6c8cf07a19c7,5.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x65f219fcf8c2de378f673981d2954c9eed970c61,2.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc95c557a7580632721c3147776693bc5e724900e,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x766055a3512570feae50b67521df0bc71a526792,4.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xaf38ed64141ee82b5e75aa40fc84e465ae7235ff,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x105c9b7ebfff29ebcef3ebaef44c3d86a1b3e0c0,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xa05e8480f670d04160d40e47329514378a49e551,2.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0c1502312b6f0c66f2f8dad17c7bc7cc5f9b80d1,2.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xe5885bae4d3213d0bf2c2c7c9c54644864c49830,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xff8a3fe10de652ab5b0b2a4414b5fb338079bc5c,3.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x61cd47755049aba7414bbfc263467c6cea6bb2dc,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xeb94f5607018d1f602fa7a162c3d106e460bb8c0,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8829e68168527ce40188d0fad8b998e61a34d02d,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x7867b4828de16d8f3843b55a4c7427cc8c64a66b,4.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x88deb162aaef58cac698cd47b02811614f74c2d9,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x324a4257a265c24230fca7be0dfcd0075d4c01f9,2.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x1c571d23d31f2b3707155ea33c638b7c690cc297,2.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xd89da661e17c016999a7da42090c744c42e16f75,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x97052c211a639fda8d2d23824edd02bc07809e19,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc23f0ea50d5f2bbc7bcdf27c0d625f68b4c47603,1.0,1661965200
137,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8732407f23e481669e92556006805d48228713d8,1.0,1661965200
137,nan,nan,nan,1663486254
